Localización;Edad;Sexo;Causa De Muerte O Lesión;Porcentaje Del Total Muertes 2017;Variación Porcentual Anual Muertes 2010-2017
Australia;20 a 30 años;Mujeres;Ebola;0,04465;0,04425
Australia;20 a 30 años;Mujeres;Executions and police conflict;0,12317;-0,13288
Australia;20 a 30 años;Mujeres;Zika virus;0,15051;-0,0812
Australia;20 a 30 años;Mujeres;Guinea worm disease;0,08695;-0,08675
Australia;20 a 30 años;Mujeres;Conflict and terrorism;0,07362;-0,05138
Australia;20 a 30 años;Mujeres;Typhoid and paratyphoid;0,13478;0,17477
Australia;20 a 30 años;Mujeres;Invasive Non-typhoidal Salmonella (iNTS);0,08289;-0,13499
Australia;20 a 30 años;Mujeres;Headache disorders;0,04905;0,01613
Australia;20 a 30 años;Mujeres;Bacterial skin diseases;0,02209;0,04206
Australia;20 a 30 años;Mujeres;Blindness and vision impairment;0,08814;0,08041
Australia;20 a 30 años;Mujeres;Upper digestive system diseases;0,12719;0,03894
Australia;20 a 30 años;Hombres;Tuberculosis;0,07266;-0,10307
Australia;20 a 30 años;Hombres;HIV/AIDS;0,13382;0,13506
Australia;20 a 30 años;Hombres;Diarrheal diseases;0,10337;-0,17095
Australia;20 a 30 años;Hombres;Other intestinal infectious diseases;0,08563;-0,05844
Australia;20 a 30 años;Hombres;Lower respiratory infections;0,01095;0,06242
Australia;20 a 30 años;Hombres;Upper respiratory infections;0,13324;-0,05282
Australia;20 a 30 años;Hombres;Otitis media;0,0089;-0,0285
Australia;20 a 30 años;Hombres;Meningitis;0,02542;0,01387
Australia;20 a 30 años;Hombres;Encephalitis;0,15589;0,08995
Australia;20 a 30 años;Hombres;Diphtheria;0,00353;-0,05168
Australia;20 a 30 años;Hombres;Whooping cough;0,08867;0,01736
Australia;20 a 30 años;Hombres;Tetanus;0,06351;-0,08004
Australia;20 a 30 años;Hombres;Measles;0,03828;0,17348
Australia;20 a 30 años;Hombres;Varicella and herpes zoster;0,10563;0,12073
Australia;20 a 30 años;Hombres;Malaria;0,14065;0,07583
Australia;20 a 30 años;Hombres;Chagas disease;0,02646;0,13556
Australia;20 a 30 años;Hombres;Leishmaniasis;0,12578;-0,03732
Australia;20 a 30 años;Hombres;African trypanosomiasis;0,02105;-0,09682
Australia;20 a 30 años;Hombres;Schistosomiasis;0,13815;-0,05054
Australia;20 a 30 años;Hombres;Cysticercosis;0,1017;-0,14287
Australia;20 a 30 años;Hombres;Cystic echinococcosis;0,08862;0,17649
Australia;20 a 30 años;Hombres;Lymphatic filariasis;0,14062;-0,05327
Australia;20 a 30 años;Hombres;Onchocerciasis;0,03858;-0,02377
Australia;20 a 30 años;Hombres;Trachoma;0,08023;0,00296
Australia;20 a 30 años;Hombres;Dengue;0,0445;-0,16154
Australia;20 a 30 años;Hombres;Yellow fever;0,14269;0,02922
Australia;20 a 30 años;Hombres;Rabies;0,10277;-0,08352
Australia;20 a 30 años;Hombres;Intestinal nematode infections;0,06667;0,0131
Australia;20 a 30 años;Hombres;Food-borne trematodiases;0,03153;-0,18048
Australia;20 a 30 años;Hombres;Other neglected tropical diseases;0,0113;-0,12742
Australia;20 a 30 años;Hombres;Maternal disorders;0,06214;-0,08684
Australia;20 a 30 años;Hombres;Neonatal disorders;0,10867;0,13054
Australia;20 a 30 años;Hombres;Protein-energy malnutrition;0,02349;-0,11918
Australia;20 a 30 años;Hombres;Iodine deficiency;0,09105;-0,03236
Australia;20 a 30 años;Hombres;Vitamin A deficiency;0,00181;0,17532
Australia;20 a 30 años;Hombres;Dietary iron deficiency;0,02636;0,17381
Australia;20 a 30 años;Hombres;Other nutritional deficiencies;0,00647;-0,164
Australia;20 a 30 años;Hombres;Sexually transmitted infections excluding HIV;0,0998;0,04123
Australia;20 a 30 años;Hombres;Acute hepatitis;0,01726;0,18184
Australia;20 a 30 años;Hombres;Leprosy;0,02082;-0,13733
Australia;20 a 30 años;Hombres;Other unspecified infectious diseases;0,0226;-0,03991
Australia;20 a 30 años;Hombres;Esophageal cancer;0,15772;-0,05187
Australia;20 a 30 años;Hombres;Stomach cancer;0,09961;0,08416
Australia;20 a 30 años;Hombres;Liver cancer;0,15104;-0,07259
Australia;20 a 30 años;Hombres;Larynx cancer;0,12726;0,05913
Australia;20 a 30 años;Hombres;Tracheal, bronchus, and lung cancer;0,13125;-0,15429
Australia;20 a 30 años;Hombres;Breast cancer;0,12975;-0,16086
Australia;20 a 30 años;Hombres;Cervical cancer;0,13536;-0,05267
Australia;20 a 30 años;Hombres;Uterine cancer;0,09054;-0,11813
Australia;20 a 30 años;Hombres;Prostate cancer;0,13862;-0,101
Australia;20 a 30 años;Hombres;Colon and rectum cancer;0,05143;-0,02949
Australia;20 a 30 años;Hombres;Lip and oral cavity cancer;0,14243;-0,12621
Australia;20 a 30 años;Hombres;Nasopharynx cancer;0,08416;0,04366
Australia;20 a 30 años;Hombres;Other pharynx cancer;0,08894;-0,0383
Australia;20 a 30 años;Hombres;Gallbladder and biliary tract cancer;0,00134;0,1731
Australia;20 a 30 años;Hombres;Pancreatic cancer;0,02523;0,14852
Australia;20 a 30 años;Hombres;Malignant skin melanoma;0,00459;-0,06469
Australia;20 a 30 años;Hombres;Non-melanoma skin cancer;0,1307;0,18455
Australia;20 a 30 años;Hombres;Ovarian cancer;0,02453;0,10521
Australia;20 a 30 años;Hombres;Testicular cancer;0,06794;0,05799
Australia;20 a 30 años;Hombres;Kidney cancer;0,13018;0,13127
Australia;20 a 30 años;Hombres;Bladder cancer;0,06411;0,03527
Australia;20 a 30 años;Hombres;Brain and nervous system cancer;0,05579;-0,12181
Australia;20 a 30 años;Hombres;Thyroid cancer;0,0794;0,17533
Australia;20 a 30 años;Hombres;Mesothelioma;0,03661;0,16927
Australia;20 a 30 años;Hombres;Hodgkin lymphoma;0,01346;0,1042
Australia;20 a 30 años;Hombres;Non-Hodgkin lymphoma;0,12103;-0,12118
Australia;20 a 30 años;Hombres;Multiple myeloma;0,07542;0,14506
Australia;20 a 30 años;Hombres;Leukemia;0,05771;-0,08096
Australia;20 a 30 años;Hombres;Other malignant neoplasms;0,09845;-0,02593
Australia;20 a 30 años;Hombres;Other neoplasms;0,09754;-0,10548
Australia;20 a 30 años;Hombres;Rheumatic heart disease;0,15144;-0,1066
Australia;20 a 30 años;Hombres;Ischemic heart disease;0,13033;-0,10309
Australia;20 a 30 años;Hombres;Stroke;0,15407;0,02873
Australia;20 a 30 años;Hombres;Hypertensive heart disease;0,01796;-0,15326
Australia;20 a 30 años;Hombres;Cardiomyopathy and myocarditis;0,0222;0,05101
Australia;20 a 30 años;Hombres;Atrial fibrillation and flutter;0,04166;0,17721
Australia;20 a 30 años;Hombres;Aortic aneurysm;0,08466;-0,02002
Australia;20 a 30 años;Hombres;Peripheral artery disease;0,09723;-0,13135
Australia;20 a 30 años;Hombres;Endocarditis;0,09257;0,07748
Australia;20 a 30 años;Hombres;Non-rheumatic valvular heart disease;0,11952;0,01544
Australia;20 a 30 años;Hombres;Other cardiovascular and circulatory diseases;0,02851;0,06023
Australia;20 a 30 años;Hombres;Chronic obstructive pulmonary disease;0,03371;-0,10267
Australia;20 a 30 años;Hombres;Pneumoconiosis;0,06631;-0,03181
Australia;20 a 30 años;Hombres;Asthma;0,15822;-0,07634
Australia;20 a 30 años;Hombres;Interstitial lung disease and pulmonary sarcoidosis;0,05641;-0,14333
Australia;20 a 30 años;Hombres;Other chronic respiratory diseases;0,06405;-0,08965
Australia;20 a 30 años;Hombres;Cirrhosis and other chronic liver diseases;0,06761;0,06053
Australia;20 a 30 años;Hombres;Appendicitis;0,04567;-0,11183
Australia;20 a 30 años;Hombres;Paralytic ileus and intestinal obstruction;0,04783;0,11727
Australia;20 a 30 años;Hombres;Inguinal, femoral, and abdominal hernia;0,08491;-0,17869
Australia;20 a 30 años;Hombres;Inflammatory bowel disease;0,00663;-0,07608
Australia;20 a 30 años;Hombres;Vascular intestinal disorders;0,02823;-0,02615
Australia;20 a 30 años;Hombres;Gallbladder and biliary diseases;0,11711;-0,04744
Australia;20 a 30 años;Hombres;Pancreatitis;0,03234;0,02142
Australia;20 a 30 años;Hombres;Other digestive diseases;0,11943;-0,0533
Australia;20 a 30 años;Hombres;Alzheimer's disease and other dementias;0,14464;-0,11731
Australia;20 a 30 años;Hombres;Parkinson's disease;0,08513;-0,06012
Australia;20 a 30 años;Hombres;Epilepsy;0,04822;0,11094
Australia;20 a 30 años;Hombres;Multiple sclerosis;0,14665;0,18071
Australia;20 a 30 años;Hombres;Motor neuron disease;0,04287;0,04957
Australia;20 a 30 años;Hombres;Other neurological disorders;0,13985;0,10897
Australia;20 a 30 años;Hombres;Schizophrenia;0,08578;-0,04053
Australia;20 a 30 años;Hombres;Alcohol use disorders;0,15463;-0,07016
Australia;20 a 30 años;Hombres;Drug use disorders;0,00043;0,17259
Australia;20 a 30 años;Hombres;Depressive disorders;0,09689;0,01379
Australia;20 a 30 años;Hombres;Bipolar disorder;0,01183;-0,00346
Australia;20 a 30 años;Hombres;Anxiety disorders;0,0201;-0,07811
Australia;20 a 30 años;Hombres;Eating disorders;0,01207;-0,06544
Australia;20 a 30 años;Hombres;Autism spectrum disorders;0,0248;0,16418
Australia;20 a 30 años;Hombres;Attention-deficit/hyperactivity disorder;0,10333;0,1093
Australia;20 a 30 años;Hombres;Conduct disorder;0,07221;-0,11057
Australia;20 a 30 años;Hombres;Idiopathic developmental intellectual disability;0,10217;-0,07251
Australia;20 a 30 años;Hombres;Other mental disorders;0,05992;0,09569
Australia;20 a 30 años;Hombres;Diabetes mellitus;0,1069;-0,11601
Australia;20 a 30 años;Hombres;Acute glomerulonephritis;0,12916;0,17521
Australia;20 a 30 años;Hombres;Chronic kidney disease;0,06809;-0,06968
Australia;20 a 30 años;Hombres;Urinary diseases and male infertility;0,09675;0,19582
Australia;20 a 30 años;Hombres;Gynecological diseases;0,05323;-0,05528
Australia;20 a 30 años;Hombres;Hemoglobinopathies and hemolytic anemias;0,11525;-0,08097
Australia;20 a 30 años;Hombres;Endocrine, metabolic, blood, and immune disorders;0,00886;-0,13756
Australia;20 a 30 años;Hombres;Rheumatoid arthritis;0,12783;0,08898
Australia;20 a 30 años;Hombres;Osteoarthritis;0,09157;-0,12744
Australia;20 a 30 años;Hombres;Low back pain;0,03599;-0,16648
Australia;20 a 30 años;Hombres;Neck pain;0,09119;0,11405
Australia;20 a 30 años;Hombres;Gout;0,13691;-0,04021
Australia;20 a 30 años;Hombres;Other musculoskeletal disorders;0,05066;-0,03628
Australia;20 a 30 años;Hombres;Congenital birth defects;0,13684;0,18497
Australia;20 a 30 años;Hombres;Dermatitis;0,09663;0,1258
Australia;20 a 30 años;Hombres;Psoriasis;0,05163;0,03983
Australia;20 a 30 años;Hombres;Scabies;0,03395;-0,05175
Australia;20 a 30 años;Hombres;Fungal skin diseases;0,14278;0,07997
Australia;20 a 30 años;Hombres;Viral skin diseases;0,07597;-0,10847
Australia;20 a 30 años;Hombres;Acne vulgaris;0,15171;0,09259
Australia;20 a 30 años;Hombres;Alopecia areata;0,00204;0,14708
Australia;20 a 30 años;Hombres;Pruritus;0,09553;-0,11311
Australia;20 a 30 años;Hombres;Urticaria;0,07396;0,05877
Australia;20 a 30 años;Hombres;Decubitus ulcer;0,01234;-0,13187
Australia;20 a 30 años;Hombres;Other skin and subcutaneous diseases;0,03738;0,11829
Australia;20 a 30 años;Hombres;Age-related and other hearing loss;0,08222;0,08962
Australia;20 a 30 años;Hombres;Other sense organ diseases;0,09779;0,0024
Australia;20 a 30 años;Hombres;Oral disorders;0,07148;-0,08881
Australia;20 a 30 años;Hombres;Sudden infant death syndrome;0,09236;0,09894
Australia;20 a 30 años;Hombres;Road injuries;0,01659;0,14324
Australia;20 a 30 años;Hombres;Other transport injuries;0,15223;-0,16994
Australia;20 a 30 años;Hombres;Falls;0,12415;0,16981
Australia;20 a 30 años;Hombres;Drowning;0,05141;-0,07127
Australia;20 a 30 años;Hombres;Fire, heat, and hot substances;0,08418;0,15811
Australia;20 a 30 años;Hombres;Poisonings;0,14613;0,04753
Australia;20 a 30 años;Hombres;Exposure to mechanical forces;0,04319;0,11796
Australia;20 a 30 años;Hombres;Adverse effects of medical treatment;0,06661;0,03997
Australia;20 a 30 años;Hombres;Animal contact;0,09504;-0,14859
Australia;20 a 30 años;Hombres;Foreign body;0,08165;-0,17839
Australia;20 a 30 años;Hombres;Other unintentional injuries;0,08315;0,15121
Australia;20 a 30 años;Hombres;Self-harm;0,06726;0,16551
Australia;20 a 30 años;Hombres;Interpersonal violence;0,11397;0,03081
Australia;20 a 30 años;Hombres;Exposure to forces of nature;0,11707;0,07639
Australia;20 a 30 años;Hombres;Environmental heat and cold exposure;0,10439;-0,07003
Australia;20 a 30 años;Hombres;Ebola;0,03151;0,0505
Australia;20 a 30 años;Hombres;Executions and police conflict;0,12273;0,12917
Australia;20 a 30 años;Hombres;Zika virus;0,05393;0,11393
Australia;20 a 30 años;Hombres;Guinea worm disease;0,0206;0,13186
Australia;20 a 30 años;Hombres;Conflict and terrorism;0,10486;0,06827
Australia;20 a 30 años;Hombres;Typhoid and paratyphoid;0,13818;-0,04894
Australia;20 a 30 años;Hombres;Invasive Non-typhoidal Salmonella (iNTS);0,00839;-0,08188
Australia;20 a 30 años;Hombres;Headache disorders;0,02606;0,1861
Australia;20 a 30 años;Hombres;Bacterial skin diseases;0,05169;-0,052
Australia;20 a 30 años;Hombres;Blindness and vision impairment;0,08838;0,15844
Australia;20 a 30 años;Hombres;Upper digestive system diseases;0,12766;-0,10894
Australia;30 a 40 años;Mujeres;Tuberculosis;0,10165;0,05334
Australia;30 a 40 años;Mujeres;HIV/AIDS;0,05411;-0,11984
Australia;30 a 40 años;Mujeres;Diarrheal diseases;0,13464;0,0097
Australia;30 a 40 años;Mujeres;Other intestinal infectious diseases;0,02497;0,11363
Australia;30 a 40 años;Mujeres;Lower respiratory infections;0,04988;0,09296
Australia;30 a 40 años;Mujeres;Upper respiratory infections;0,14371;0,08516
Australia;30 a 40 años;Mujeres;Otitis media;0,0274;-0,02081
Australia;30 a 40 años;Mujeres;Meningitis;0,038;0,14948
Australia;30 a 40 años;Mujeres;Encephalitis;0,04687;-0,05192
Australia;30 a 40 años;Mujeres;Diphtheria;0,13499;-0,01036
Australia;30 a 40 años;Mujeres;Whooping cough;0,10095;-0,14332
Australia;30 a 40 años;Mujeres;Tetanus;0,15225;0,13807
Australia;30 a 40 años;Mujeres;Measles;0,05426;-0,14614
Australia;30 a 40 años;Mujeres;Varicella and herpes zoster;0,05845;-0,04966
Australia;30 a 40 años;Mujeres;Malaria;0,14416;0,15813
Australia;30 a 40 años;Mujeres;Chagas disease;0,13511;-0,08076
Australia;30 a 40 años;Mujeres;Leishmaniasis;0,02942;0,06657
Australia;30 a 40 años;Mujeres;African trypanosomiasis;0,11276;-0,05757
Australia;30 a 40 años;Mujeres;Schistosomiasis;0,15375;0,12982
Australia;30 a 40 años;Mujeres;Cysticercosis;0,15353;0,17034
Australia;30 a 40 años;Mujeres;Cystic echinococcosis;0,09649;0,06442
Australia;30 a 40 años;Mujeres;Lymphatic filariasis;0,12958;-0,00732
Australia;30 a 40 años;Mujeres;Onchocerciasis;0,13435;0,00482
Australia;30 a 40 años;Mujeres;Trachoma;0,12524;-0,03027
Australia;30 a 40 años;Mujeres;Dengue;0,01596;-0,17815
Australia;30 a 40 años;Mujeres;Yellow fever;0,13621;0,14354
Australia;30 a 40 años;Mujeres;Rabies;0,15592;-0,09716
Australia;30 a 40 años;Mujeres;Intestinal nematode infections;0,09284;-0,01151
Australia;30 a 40 años;Mujeres;Food-borne trematodiases;0,07385;0,01929
Australia;30 a 40 años;Mujeres;Other neglected tropical diseases;0,03809;0,15295
Australia;30 a 40 años;Mujeres;Maternal disorders;0,13138;0,03785
Australia;30 a 40 años;Mujeres;Neonatal disorders;0,11281;0,06952
Australia;30 a 40 años;Mujeres;Protein-energy malnutrition;0,15122;-0,0416
Australia;30 a 40 años;Mujeres;Iodine deficiency;0,04324;0,11222
Australia;30 a 40 años;Mujeres;Vitamin A deficiency;0,01599;-0,11361
Australia;30 a 40 años;Mujeres;Dietary iron deficiency;0,03629;-0,089
Australia;30 a 40 años;Mujeres;Other nutritional deficiencies;0,10218;0,02529
Australia;30 a 40 años;Mujeres;Sexually transmitted infections excluding HIV;0,07687;-0,12826
Australia;30 a 40 años;Mujeres;Acute hepatitis;0,11275;-0,10369
Australia;30 a 40 años;Mujeres;Leprosy;0,06818;0,08263
Australia;30 a 40 años;Mujeres;Other unspecified infectious diseases;0,12466;-0,02721
Australia;30 a 40 años;Mujeres;Esophageal cancer;0,11503;0,05217
Australia;30 a 40 años;Mujeres;Stomach cancer;0,1524;-0,02579
Australia;30 a 40 años;Mujeres;Liver cancer;0,02539;0,00791
Australia;30 a 40 años;Mujeres;Larynx cancer;0,00901;-0,15561
Australia;30 a 40 años;Mujeres;Tracheal, bronchus, and lung cancer;0,09543;0,03038
Australia;30 a 40 años;Mujeres;Breast cancer;0,01278;0,08533
Australia;30 a 40 años;Mujeres;Cervical cancer;0,05329;-0,11459
Australia;30 a 40 años;Mujeres;Uterine cancer;0,08792;-0,00091
Australia;30 a 40 años;Mujeres;Prostate cancer;0,05909;0,18036
Australia;30 a 40 años;Mujeres;Colon and rectum cancer;0,14936;0,01122
Australia;30 a 40 años;Mujeres;Lip and oral cavity cancer;0,05956;0,16029
Australia;30 a 40 años;Mujeres;Nasopharynx cancer;0,11131;-0,13516
Australia;30 a 40 años;Mujeres;Other pharynx cancer;0,01411;0,11283
Australia;30 a 40 años;Mujeres;Gallbladder and biliary tract cancer;0,09196;0,04034
Australia;30 a 40 años;Mujeres;Pancreatic cancer;0,0951;0,19699
Australia;30 a 40 años;Mujeres;Malignant skin melanoma;0,05443;-0,17372
Australia;30 a 40 años;Mujeres;Non-melanoma skin cancer;0,03025;-0,07641
Australia;30 a 40 años;Mujeres;Ovarian cancer;0,0427;0,00108
Australia;30 a 40 años;Mujeres;Testicular cancer;0,08678;-0,08531
Australia;30 a 40 años;Mujeres;Kidney cancer;0,05344;-0,00775
Australia;30 a 40 años;Mujeres;Bladder cancer;0,01936;0,1257
Australia;30 a 40 años;Mujeres;Brain and nervous system cancer;0,05044;0,01801
Australia;30 a 40 años;Mujeres;Thyroid cancer;0,08275;-0,11002
Australia;30 a 40 años;Mujeres;Mesothelioma;0,1167;0,10361
Australia;30 a 40 años;Mujeres;Hodgkin lymphoma;0,09887;0,19464
Australia;30 a 40 años;Mujeres;Non-Hodgkin lymphoma;0,0738;-0,06401
Australia;30 a 40 años;Mujeres;Multiple myeloma;0,10503;-0,18078
Australia;30 a 40 años;Mujeres;Leukemia;0,15449;-0,16438
Australia;30 a 40 años;Mujeres;Other malignant neoplasms;0,12556;-0,1677
Australia;30 a 40 años;Mujeres;Other neoplasms;0,07318;0,16314
Australia;30 a 40 años;Mujeres;Rheumatic heart disease;0,10763;0,00643
Australia;30 a 40 años;Mujeres;Ischemic heart disease;0,10586;-0,16536
Australia;30 a 40 años;Mujeres;Stroke;0,05701;-0,08765
Australia;30 a 40 años;Mujeres;Hypertensive heart disease;0,12505;0,10567
Australia;30 a 40 años;Mujeres;Cardiomyopathy and myocarditis;0,12303;-0,12097
Australia;30 a 40 años;Mujeres;Atrial fibrillation and flutter;0,05126;0,17862
Australia;30 a 40 años;Mujeres;Aortic aneurysm;0,15047;-0,09611
Australia;30 a 40 años;Mujeres;Peripheral artery disease;0,12952;-0,00288
Australia;30 a 40 años;Mujeres;Endocarditis;0,09318;-0,00188
Australia;30 a 40 años;Mujeres;Non-rheumatic valvular heart disease;0,02354;0,12338
Australia;30 a 40 años;Mujeres;Other cardiovascular and circulatory diseases;0,11249;-0,06133
Australia;30 a 40 años;Mujeres;Chronic obstructive pulmonary disease;0,15801;-0,09334
Australia;30 a 40 años;Mujeres;Pneumoconiosis;0,02904;0,18032
Australia;30 a 40 años;Mujeres;Asthma;0,06724;-0,14522
Australia;30 a 40 años;Mujeres;Interstitial lung disease and pulmonary sarcoidosis;0,01038;0,19265
Australia;30 a 40 años;Mujeres;Other chronic respiratory diseases;0,15639;-0,11681
Australia;30 a 40 años;Mujeres;Cirrhosis and other chronic liver diseases;0,07902;-0,02058
Australia;30 a 40 años;Mujeres;Appendicitis;0,0888;0,16184
Australia;30 a 40 años;Mujeres;Paralytic ileus and intestinal obstruction;0,15052;0,02844
Australia;30 a 40 años;Mujeres;Inguinal, femoral, and abdominal hernia;0,15312;0,00776
Australia;30 a 40 años;Mujeres;Inflammatory bowel disease;0,08181;0,19548
Australia;30 a 40 años;Mujeres;Vascular intestinal disorders;0,07956;0,0038
Australia;30 a 40 años;Mujeres;Gallbladder and biliary diseases;0,03719;0,09175
Australia;30 a 40 años;Mujeres;Pancreatitis;0,03999;-0,02012
Australia;30 a 40 años;Mujeres;Other digestive diseases;0,15766;-0,1749
Australia;30 a 40 años;Mujeres;Alzheimer's disease and other dementias;0,02827;0,05619
Australia;30 a 40 años;Mujeres;Parkinson's disease;0,111;-0,065
Australia;30 a 40 años;Mujeres;Epilepsy;0,10944;-0,06886
Australia;30 a 40 años;Mujeres;Multiple sclerosis;0,06428;0,00996
Australia;30 a 40 años;Mujeres;Motor neuron disease;0,0063;0,01395
Australia;30 a 40 años;Mujeres;Other neurological disorders;0,15334;0,05255
Australia;30 a 40 años;Mujeres;Schizophrenia;0,12275;0,1449
Australia;30 a 40 años;Mujeres;Alcohol use disorders;0,0005;0,05015
Australia;30 a 40 años;Mujeres;Drug use disorders;0,12709;0,10447
Australia;30 a 40 años;Mujeres;Depressive disorders;0,14319;-0,13661
Australia;30 a 40 años;Mujeres;Bipolar disorder;0,06492;0,08144
Australia;30 a 40 años;Mujeres;Anxiety disorders;0,07167;0,08406
Australia;30 a 40 años;Mujeres;Eating disorders;0,0292;-0,0544
Australia;30 a 40 años;Mujeres;Autism spectrum disorders;0,13171;0,05049
Australia;30 a 40 años;Mujeres;Attention-deficit/hyperactivity disorder;0,15925;0,12873
Australia;30 a 40 años;Mujeres;Conduct disorder;0,00428;-0,0903
Australia;30 a 40 años;Mujeres;Idiopathic developmental intellectual disability;0,06119;-0,07217
Australia;30 a 40 años;Mujeres;Other mental disorders;0,05481;0,10878
Australia;30 a 40 años;Mujeres;Diabetes mellitus;0,07238;-0,02099
Australia;30 a 40 años;Mujeres;Acute glomerulonephritis;0,09683;0,00895
Australia;30 a 40 años;Mujeres;Chronic kidney disease;0,04016;0,12501
Australia;30 a 40 años;Mujeres;Urinary diseases and male infertility;0,08641;0,07247
Australia;30 a 40 años;Mujeres;Gynecological diseases;0,15672;-0,17982
Australia;30 a 40 años;Mujeres;Hemoglobinopathies and hemolytic anemias;0,12096;0,1817
Australia;30 a 40 años;Mujeres;Endocrine, metabolic, blood, and immune disorders;0,14162;-0,16181
Australia;30 a 40 años;Mujeres;Rheumatoid arthritis;0,07851;-0,05376
Australia;30 a 40 años;Mujeres;Osteoarthritis;0,00498;-0,14356
Australia;30 a 40 años;Mujeres;Low back pain;0,01398;-0,17888
Australia;30 a 40 años;Mujeres;Neck pain;0,05593;0,1122
Australia;30 a 40 años;Mujeres;Gout;0,14115;0,11799
Australia;30 a 40 años;Mujeres;Other musculoskeletal disorders;0,11422;-0,17533
Australia;30 a 40 años;Mujeres;Congenital birth defects;0,12274;-0,08875
Australia;30 a 40 años;Mujeres;Dermatitis;0,1132;0,17895
Australia;30 a 40 años;Mujeres;Psoriasis;0,00984;0,08036
Australia;30 a 40 años;Mujeres;Scabies;0,05198;0,14249
Australia;30 a 40 años;Mujeres;Fungal skin diseases;0,11043;-0,16174
Australia;30 a 40 años;Mujeres;Viral skin diseases;0,08183;0,1865
Australia;30 a 40 años;Mujeres;Acne vulgaris;0,0411;-0,09322
Australia;30 a 40 años;Mujeres;Alopecia areata;0,04924;0,00091
Australia;30 a 40 años;Mujeres;Pruritus;0,07834;0,09805
Australia;30 a 40 años;Mujeres;Urticaria;0,02642;-0,16513
Australia;30 a 40 años;Mujeres;Decubitus ulcer;0,01356;-0,10528
Australia;30 a 40 años;Mujeres;Other skin and subcutaneous diseases;0,08477;0,14281
Australia;30 a 40 años;Mujeres;Age-related and other hearing loss;0,03602;0,05505
Australia;30 a 40 años;Mujeres;Other sense organ diseases;0,10696;0,15092
Australia;30 a 40 años;Mujeres;Oral disorders;0,15345;0,04499
Australia;30 a 40 años;Mujeres;Sudden infant death syndrome;0,13382;-0,00115
Australia;30 a 40 años;Mujeres;Road injuries;0,13229;0,055
Australia;30 a 40 años;Mujeres;Other transport injuries;0,02756;-0,02344
Australia;30 a 40 años;Mujeres;Falls;0,06063;0,0198
Australia;30 a 40 años;Mujeres;Drowning;0,04975;0,18663
Australia;30 a 40 años;Mujeres;Fire, heat, and hot substances;0,13329;-0,06715
Australia;30 a 40 años;Mujeres;Poisonings;0,09415;-0,15961
Australia;30 a 40 años;Mujeres;Exposure to mechanical forces;0,06022;0,06593
Australia;30 a 40 años;Mujeres;Adverse effects of medical treatment;0,0948;-0,06785
Australia;30 a 40 años;Mujeres;Animal contact;0,13132;-0,09007
Australia;30 a 40 años;Mujeres;Foreign body;0,15754;-0,1458
Australia;30 a 40 años;Mujeres;Other unintentional injuries;0,10854;-0,00567
Australia;30 a 40 años;Mujeres;Self-harm;0,033;-0,17918
Australia;30 a 40 años;Mujeres;Interpersonal violence;0,08541;-0,13971
Australia;30 a 40 años;Mujeres;Exposure to forces of nature;0,12027;0,04028
Australia;30 a 40 años;Mujeres;Environmental heat and cold exposure;0,12615;-0,02509
Australia;30 a 40 años;Mujeres;Ebola;0,01335;0,06288
Australia;30 a 40 años;Mujeres;Executions and police conflict;0,08497;-0,15504
Australia;30 a 40 años;Mujeres;Zika virus;0,10784;0,09995
Australia;30 a 40 años;Mujeres;Guinea worm disease;0,05814;-0,17105
Australia;30 a 40 años;Mujeres;Conflict and terrorism;0,01416;0,05793
Australia;30 a 40 años;Mujeres;Typhoid and paratyphoid;0,08392;0,08464
Australia;30 a 40 años;Mujeres;Invasive Non-typhoidal Salmonella (iNTS);0,11645;0,02007
Australia;30 a 40 años;Mujeres;Headache disorders;0,05293;0,10184
Australia;30 a 40 años;Mujeres;Bacterial skin diseases;0,12511;0,02302
Australia;30 a 40 años;Mujeres;Blindness and vision impairment;0,13812;0,08964
Australia;30 a 40 años;Mujeres;Upper digestive system diseases;0,02943;0,17576
Australia;30 a 40 años;Hombres;Tuberculosis;0,0229;-0,1257
Australia;30 a 40 años;Hombres;HIV/AIDS;0,08364;-0,13113
Australia;30 a 40 años;Hombres;Diarrheal diseases;0,1277;0,00059
Australia;30 a 40 años;Hombres;Other intestinal infectious diseases;0,09453;0,18597
Australia;30 a 40 años;Hombres;Lower respiratory infections;0,10247;0,06858
Australia;30 a 40 años;Hombres;Upper respiratory infections;0,13731;0,14863
Australia;30 a 40 años;Hombres;Otitis media;0,10666;-0,0594
Australia;30 a 40 años;Hombres;Meningitis;0,06298;-0,13716
Australia;30 a 40 años;Hombres;Encephalitis;0,08922;0,01857
Australia;30 a 40 años;Hombres;Diphtheria;0,09252;0,12933
Australia;30 a 40 años;Hombres;Whooping cough;0,14066;0,14668
Australia;30 a 40 años;Hombres;Tetanus;0,00982;0,04336
Australia;30 a 40 años;Hombres;Measles;0,08793;-0,01278
Australia;30 a 40 años;Hombres;Varicella and herpes zoster;0,03433;-0,04035
Australia;30 a 40 años;Hombres;Malaria;0,07834;0,11873
Australia;30 a 40 años;Hombres;Chagas disease;0,08285;0,02142
Australia;30 a 40 años;Hombres;Leishmaniasis;0,04194;0,14518
Australia;30 a 40 años;Hombres;African trypanosomiasis;0,11435;0,00294
Australia;30 a 40 años;Hombres;Schistosomiasis;0,0063;-0,01875
